name,location__city,location__neighborhood,LONG,LAT ,categories__001,categories__002,categories__003,bio__summary,bio__url,bio__birthdate,bio__deathdate,bio__yearsActiveStart,bio__yearsActiveEnd,youtube__clipExampleUrl
Woodie Smalls,Sint-Niklaas,,4.13099,51.158884,rapper,,,"Woodie Smalls (born 18 June 1996) is a Belgian rapper born and raised in Sint-Niklaas, Belgium.",https://en.wikipedia.org/wiki/Woodie_Smalls,1996-06-18T00:00:00.000Z,null,2015,null,https://www.youtube.com/embed/qUp_aa00NdM
STR,Bruxelles,,4.36564,50.829959,rapper,,,STR is a Belgian rapper from Bruxelles. He is a member of the 6 O'Clock Gang.,https://www.facebook.com/samitharipou/,null,null,2017,null,https://www.youtube.com/embed/bPU3W4Y8gd8
Phasm,Bruxelles,,4.381976,50.824981,producer / dj,rapper,,Phasm is a Belgian rapper and beatmaker from Bruxelles. He is a member of the Six o'clock Gang. \r\n,https://www.facebook.com/phasmbxl,null,null,2013,null,https://www.youtube.com/embed/oDcXT52Govo
Tela,Memphis,,-90.011576,35.103872,rapper,,,"Winston Rogers III, professionally known by his stage name Tela, is an American rapper from Memphis, Tennessee. He was associated with Eightball & MJG early in his career.",https://en.wikipedia.org/wiki/Tela_(rapper),null,null,1996,null,https://www.youtube.com/embed/0DTgvLPOYLg
Frayser Boy,Memphis,Frayser,-89.979402,35.211318,rapper,,,"Frayser Boy (born February 21, 1979) is an American rapper from Memphis, Tennessee. At the 78th Academy Awards, he won the Academy Award for Best Original Song for ""It's Hard out Here for a Pimp"" along with Three 6 Mafia members Juicy J, Crunchy Black, and DJ Paul.",https://en.wikipedia.org/wiki/Frayser_Boy,1979-02-21T00:00:00.000Z,null,2001,null,https://www.youtube.com/embed/KJRgcEREChs
OG Boo Dirty,Memphis,,-90.05598,35.020544,rapper,,,"Lance Taylor, known as OG Boo Dirty, is an American rapper from Memphis, Tennessee.",https://en.wikipedia.org/wiki/OG_Boo_Dirty,null,null,2011,null,https://www.youtube.com/embed/qho40WEquuk
Young Dolph,Memphis,,-89.92702,35.167484,rapper,,,"Adolph Thornton, Jr. (born August 11, 1985), better known by his stage name Young Dolph, is an American rapper from Memphis, Tennessee.\r\n\r\n",https://en.wikipedia.org/wiki/Young_Dolph,1985-08-11T00:00:00.000Z,null,2009,null,https://www.youtube.com/embed/LN66A9bCF_U
Lil Wyte,Memphis,Frayser,-90.012184,35.216403,rapper,,,"Patrick Lanshaw (born October 6, 1982), better known by his stage name Lil Wyte, is an American rapper from Frayser, Memphis, Tennessee. He is a member of the rap collective Hypnotize Minds and owner of the independent label Wyte Music.",https://en.wikipedia.org/wiki/Lil_Wyte,1982-10-06T00:00:00.000Z,null,2000,null,https://www.youtube.com/embed/cWHrnMgE4L4
Al Kapone,Memphis,,-89.93507,35.174205,rapper,,,"Alphonzo Bailey, better known by his stage name Al Kapone, is an American rapper from Memphis, Tennessee. Al Kapone is known principally for his underground success in the Memphis hip hop scene in the 1990s.",https://en.wikipedia.org/wiki/Al_Kapone,null,null,1992,null,https://www.youtube.com/embed/dUUCCrLp54g
Project Pat,Memphis,,-89.975451,35.172035,rapper,,,"Patrick Houston (born February 8, 1973), better known as Project Pat is an American rapper and actor originating from Memphis, Tennessee. He is the older brother of Juicy J, the co-founder of Three 6 Mafia.",https://en.wikipedia.org/wiki/Project_Pat,1973-02-08T00:00:00.000Z,null,1991,null,https://www.youtube.com/embed/ZHx0LbopSHI
La Chat,Memphis,,-89.855549,35.170832,rapper,,,"La Chat (born March 21, 1978) is an American rapper from Memphis, Tennessee. She is best known for her period as an artist on the Hypnotize Minds roster, and made regular guest appearances on many releases by other associated acts such as Three 6 Mafia and Gangsta Boo.",https://en.wikipedia.org/wiki/La_Chat,1978-03-21T00:00:00.000Z,null,1995,null,https://www.youtube.com/embed/M5yYcPeR9AI
Tommy Wright III,Memphis,,-89.991094,35.163836,rapper,,,"Tommy Wright III (born May 6, 1976) is a underground gangsta rapper from Memphis, Tennessee that began his career during the early 90s. He is also the head of many Memphis rap groups including the Manson Family and Ten Wanted Men.",http://purple-drank.com/rappers/tommy-wright-iii/,1976-05-06T00:00:00.000Z,null,1992,null,https://www.youtube.com/embed/GEOJAtQlrY
Indo G,Memphis,,-90.066121,35.107753,rapper,,,"Indo G (born Tobian Tools in 1973) is an American rapper from Memphis, Tennessee. First hitting the Memphis rap scene with fellow Memphian, Lil' Blunt, in the mid-1990s. He was also affiliated with the Three 6 Mafia. ",https://en.wikipedia.org/wiki/Indo_G,null,null,1990,2002,https://www.youtube.com/embed/GbcnlQuup84
Crunchy Black,Memphis,,-90.024269,35.171698,rapper,,,"Darnell Carlton (born August 20, 1974), better known by his stage name Crunchy Black, is an American rapper and Hype man. He was a member of the Three 6 Mafia until 2006.",https://en.wikipedia.org/wiki/Crunchy_Black,1974-08-20T00:00:00.000Z,null,1993,null,https://www.youtube.com/watch?v=0z_lC8XH0Co
Gangsta Blac,Memphis,,-89.907914,35.051159,rapper,,,"Gangsta Blac, (born 11 November 1974) is a American rapper from Memphis Tennessee. His career began as a member of the Three 6 Mafia DJ Paul in Memphis before going solo in the mid 1990s.",https://en.wikipedia.org/wiki/Gangsta_Blac,1974-11-11T00:00:00.000Z,null,1988,null,https://www.youtube.com/embed/fzuxZUVrbC8
Gangsta Pat,Memphis,,-89.916073,35.10704,producer / dj,rapper,,"Patrick Hall (born November 17, 1973), better known by his stage name Gangsta Pat, is an American rapper from Memphis, Tennessee who established himself in the Memphis underground during the late 1980s and is the son of Stax Records drummer, Willie Hall.",https://en.wikipedia.org/wiki/Gangsta_Pat,1973-11-17T00:00:00.000Z,null,1989,null,https://www.youtube.com/embed/idOG_-zFWO4
D' de Kabal,Bobigny,Cité de l'Abreuvoir,2.465412,48.912099,rapper,,,"D' de Kabal (born 1974) is a french rapper, slamer, writer and director from Bobigny, Seine-Saint-Denis. He is one of the founder of the french rap group Kabal.",https://fr.wikipedia.org/wiki/D%27_de_Kabal,null,null,1992,null,https://www.youtube.com/embed/qFnqd9akvuY
Roffe Ruff,Gothenburg,Majorna,11.926422,57.693858,rapper,,,"Roffe Ruff is a Swedish hip hop and ragga artist and music producer from Gothenburg. His real identity remains a secret, and he always wears a skull mask in his appearances.",https://en.wikipedia.org/wiki/Roffe_Ruff,null,null,2007,2013,https://www.youtube.com/embed/JBjetK1f70w
Roc Marciano,New York,Hempstead,-73.618418,40.70013,producer / dj,rapper,,"Rakeem Calief Myer (born February 11, 1978), better known by his stage name Roc Marciano, is an American rapper, and producer.\r\n\r\n",https://en.wikipedia.org/wiki/Roc_Marciano,null,null,1999,null,https://www.youtube.com/embed/p-KYV1Ui3Js
Starlito,Nashville,,-86.766458,36.188064,rapper,,,"Jermaine Eric Shute (born December 15, 1984), better known by his stage name Starlito (formerly All $tar Cashville Prince) is an American rapper from Nashville, Tennessee.",https://en.wikipedia.org/wiki/Starlito,1984-12-15T00:00:00.000Z,null,2005,null,https://www.youtube.com/embed/0_W8dCv9Pvc
Peja,Poznań,,16.909811,52.405203,rapper,,,"Ryszard ""Peja"" Andrzejewski is a Polish rap musician, songwriter and producer. He is best known as the frontman of the Polish rap group Slums Attack. ",https://en.wikipedia.org/wiki/Peja_(rapper),1976-09-17T00:00:00.000Z,null,1993,null,https://www.youtube.com/embed/qbsukZcpmGw
Nusky & Vaati,Paris,,2.312739,48.840164,group,,,"Nusky and Vaati is a french rap duo, composed of Vaati (producer) and Nusky (rapper).",,null,null,2015,null,https://www.youtube.com/embed/ruHlGn6HO8
Hyacinthe,Paris,18ème,2.329376,48.891192,rapper,,,"Hyacinthe is a French rapper from crew DFHDGB (which stands for ""Des Faux Hipster et Des Grosses Bites"" and means ""False Hipsters and Big Dicks"") composed of rapper LOAS and beatmaker Krampf. His first album ""Sarah"" is out on September 29, 2017.",https://fr.wikipedia.org/wiki/Hyacinthe_%28rappeur%29,null,null,2012,null,https://www.youtube.com/embed/C6zKHkA0SRI
Fler,West Berlin,,13.175605,52.529207,rapper,,,"Patrick Losensky (born 3 April 1982), known professionally as Fler is a German rapper from West Berlin.",https://en.wikipedia.org/wiki/Fler,1982-04-03T00:00:00.000Z,null,1999,null,https://www.youtube.com/embed/fPsOzRSdidw
Bushido,Berlin,Tempelhof,13.379405,52.458306,rapper,,,"Anis Mohamed Youssef Ferchichi (born 28 September 1978), better known as Bushido, is a German rapper. In 2004, he and fellow rapper D-Bo founded the record label ersguterjunge.",https://en.wikipedia.org/wiki/Bushido_(rapper),1978-09-28T00:00:00.000Z,null,1998,null,https://www.youtube.com/embed/pn6ODfgFNLE
Big Hawk,Houston,,-95.340298,29.621483,rapper,,,"John Edward Hawkins (November 15, 1969 – May 1, 2006), better known as H.A.W.K. or Big Hawk was an American rapper from Houston, Texas and a founding member of the late DJ Screw's rap group the Screwed Up Click.",https://en.wikipedia.org/wiki/Big_Hawk,1969-11-15T00:00:00.000Z,2006-05-01T00:00:00.000Z,1992,2006,https://www.youtube.com/embed/T4SEZ9skGrA
KLC,New Orleans,Melpomene Projects,-90.081109,29.944148,producer / dj,,,"Craig Stephen Lawson a.k.a. KLC also know as the Drum major, (born July 15, 1969) is an American record producer from the Third Ward of New Orleans, Louisiana. He found fame as a member of No Limit Records' in-house production team, Beats by the Pound. ",https://en.wikipedia.org/wiki/KLC,1969-07-15T00:00:00.000Z,null,1987,null,https://www.youtube.com/embed/r-l-3qhbJE0
Paul Wall,Houston,,-95.555588,29.881719,rapper,,,"Paul Michael Slayton (born March 11, 1981), better known by his stage name Paul Wall, is an American rapper from Houston, Texas. He is affiliated with Swishahouse Records.",https://en.wikipedia.org/wiki/Paul_Wall,1981-03-11T00:00:00.000Z,null,1998,null,https://www.youtube.com/embed/SfPLcQhXpCc
Mike Jones,Houston,,-95.388161,29.792792,rapper,,,"Michael Jones (born November 18, 1981) is an American rapper, actor, and entrepreneur. He initially was with Swishahouse, then left to found his own label, Ice Age.",https://en.wikipedia.org/wiki/Mike_Jones_(rapper),1981-11-18T00:00:00.000Z,null,2001,null,https://www.youtube.com/embed/vOrTA3iNZaM
Trae Tha Truth,Houston,,-95.363456,29.674552,rapper,,,"Frazier Othel Thompson III (born July 3, 1980), better known by his stage name Trae tha Truth or simply Trae, is an American hip hop recording artist from Houston, Texas.",https://en.wikipedia.org/wiki/Trae_tha_Truth,1980-07-03T00:00:00.000Z,null,1998,null,https://www.youtube.com/embed/QqKh5Bhx3YE
Fat Pat,Houston,,-95.342376,29.619981,rapper,,,"Patrick Lamark Hawkins (December 4, 1970 – February 3, 1998), better known by his stage name Fat Pat was an American rapper from Houston, Texas.",https://en.wikipedia.org/wiki/Fat_Pat_(rapper),1970-12-04T00:00:00.000Z,1998-02-03T00:00:00.000Z,1993,1998,https://www.youtube.com/embed/7aELH0U2gkk
Big Moe,Houston,,-95.354919,29.722827,rapper,,,"Kenneth Doniell Moore (August 20, 1974 – October 14, 2007), better known by his stage name Big Moe, was an American rapper from Houston, Texas.",https://en.wikipedia.org/wiki/Big_Moe,1974-08-20T00:00:00.000Z,2007-10-14T00:00:00.000Z,1993,2007,https://www.youtube.com/embed/LCu-2ekdFe4
Lil' Keke,Houston,,-95.368082,29.66094,rapper,,,"Marcus Lakee Edwards (born March 29, 1976), better known by his stage name Lil' Keke, is an American rapper from Houston, Texas and original member of the Southern hip hop collective Screwed Up Click.",https://en.wikipedia.org/wiki/Lil%27_Keke,1976-03-23T00:00:00.000Z,null,1993,null,https://www.youtube.com/embed/3wuSQpiWtdU
Lil' Flip,Houston,Cloverland,-95.364623,29.633018,rapper,,,"Wesley Eric Weston, Jr.[1][2] (born March 3, 1981), better known by his stage name Lil' Flip, is an American rapper from Cloverland, Houston, Texas.",https://en.wikipedia.org/wiki/Lil%27_Flip,1981-03-03T00:00:00.000Z,null,1999,null,https://www.youtube.com/embed/i7OyKAFu50M
"Michael ""5000"" Watts",Houston,,-95.478563,29.86388,producer / dj,,,"Michael ""5000"" Watts is a record producder from Houston, Texas. He is one of the founder of Swishahouse Record.",,null,null,1997,null,https://www.youtube.com/embed/37Eg0EVOWQc
Higher Brothers ,Chengdu ,,104.072762,30.653503,group,,,"Higher Brothers are a four-man rap group from China. The members of the group are 马思唯 (MaSiWei), 丁震 (DZ), 杨俊逸 (Psy.P), and 谢宇杰 (Melo).",https://genius.com/artists/Higher-brothers,null,null,2014,null,https://www.youtube.com/embed/DhrCSb8URFc
New African Poets ,Strasbourg,Neuhof,7.771827,48.541235,group,,,"New African Poets (NAP) are a French hip hop group from Strasbourg. The members of the group are Mustapha, Bilal, Malik, Aïssa, Mohammed and Karim. Most of the group come from the Neuhof quartier of Strasbourg. ",https://fr.m.wikipedia.org/wiki/New_African_Poets,null,null,1988,null,https://www.youtube.com/embed/fJIlO4J12m4
Craig Mack,New York,Brentwood,-73.222561,40.768558,rapper,,,"Craig Mack (May 10, 1970 – March 12, 2018) is an American rapper, who gained fame on Puff Daddy's Bad Boy Entertainment record label in the 1990s. Although his first single was released under the name MC EZ in 1988, he is best known for his 1994 hit single ""Flava In Ya Ear"", which was released under his real name.",https://en.wikipedia.org/wiki/Craig_Mack,1971-05-10T00:00:00.000Z,2018-03-12T00:00:00.000Z,1988,null,https://www.youtube.com/embed/GNFqMx0gY7I
Dead Prez,New York,,-73.988828,40.76276,group,,,"Dead Prez, is a hip hop duo from the United States, composed of stic.man and M-1, formed in 1996 in New York City. They are known for their confrontational style, combined with socialist lyrics focused on both militant social justice, Marxism, and Pan-Africanism. The duo maintains an ethical stance against corporate control over the media, especially hip hop record labels.",https://en.wikipedia.org/wiki/Dead_Prez,null,null,1996,null,https://www.youtube.com/embed/oiusDE0KND8
Yoon Mi Rae,Fort Hood,,-97.769074,31.194718,rapper,singer,,"Natasha Shanta Reid (born May 31, 1981), better known by her Korean name Yoon Mi-rae, is an American-born South Korean rapper and singer. She is currently a member of Korean hip hop trio MFBTY.",https://en.wikipedia.org/wiki/Yoon_Mi-rae,1981-05-31T00:00:00.000Z,null,1997,null,https://www.youtube.com/embed/JvI6m0d9SbQ
San E,Incheon,,126.694114,37.450782,rapper,,,"Jung San (Korean: 정산; born January 23, 1985), more commonly known by his stage name San E (Korean: 산이), is a South Korean rapper.",https://en.wikipedia.org/wiki/San_E,1985-01-23T00:00:00.000Z,null,2010,null,https://www.youtube.com/embed/PsU6_bJr5m0
Zico,Seoul,Mapo,126.904371,37.556683,rapper,,,"Woo Ji-ho (Korean: 우지호; born September 14, 1992), widely known by his stage name, Zico (Korean: 지코), is a South Korean rapper, producer, singer-songwriter and leader of the boy group Block B, signed under the label Seven Seasons.",https://en.wikipedia.org/wiki/Zico_(rapper),1992-09-14T00:00:00.000Z,null,2011,null,https://www.youtube.com/embed/9d5T9Hlp9As
Enima,Montréal,,-73.611826,45.584699,rapper,,,"Samir Slimani, better known by is stage name Enima is a Canadian rapper from Montreal.",,null,null,2016,null,https://www.youtube.com/embed/Tm5jIdEmbp4
Kalash l'Afro,Berre-l'Étang,,5.162041,43.503402,rapper,,,"Kalash l'Afro (born in Berre-l'Étang, Bouches-du-Rhône in 1979) is a French rapper of Tunisian origin.",https://en.wikipedia.org/wiki/Kalash_l%27Afrohttps://en.wikipedia.org/wiki/Kalash_l%27Afro,null,null,1995,null,https://www.youtube.com/embed/TGVwCsYd_rY
Infinit,Nice,,7.272876,43.7031,rapper,,,Infinit’ is a rapper from Nice. He gained some notoriety with a song about Christian Estrosi which valued him prosecution.,,null,null,2010,null,https://www.youtube.com/embed/nGrkw4GgnqA
VÎRUS,Rouen,,1.086528,49.431165,rapper,,,"VÎRUS is a french rapper from Rouen, he is a member of the Asocial Club crew.",https://fr.wikipedia.org/wiki/V%C3%AErus,null,null,1999,null,https://www.youtube.com/embed/tzAnRGfoXrY
Saian Supa Crew,Bagneux,,2.30811,48.796272,group,,,"Saïan Supa Crew was a French hip hop collective that was composed of three groups: Explicit Samouraï, OFX and Simple Spirit. It formed in 1997 and separated in 2007 after the departure of one of its leaders (along with Feniksi), Leeroy Kesiah.",https://en.wikipedia.org/wiki/Sa%C3%AFan_Supa_Crew,null,null,1997,2007,https://www.youtube.com/embed/zIRtjsI5OwA
Gérard Baste,Paris ,1st district,2.343855,48.86431,rapper,,,"Matthieu Balanca, known as Gérard Baste, born on January 9, 1973, is a French rapper from Paris. He is a member of the Svinkels rap group.",https://fr.wikipedia.org/wiki/G%C3%A9rard_Baste,1973-01-09T00:00:00.000Z,null,1997,null,https://www.youtube.com/embed/4slPJoy6o6E
7ARI,Rabbat,,-6.824675,33.987114,rapper,,,Soufiane elhari is a rapper singer from Rabat (CYM). He was a member of Tawra crew.\r\n,http://www.clique.tv/a-voir-7ari-representant-officiel-de-la-hype-marocaine/,null,null,2015,null,https://www.youtube.com/embed/oCD8bAGv-wg
Pacewon,Newark,,-74.175222,40.744422,rapper,,,"Pacewon (born Jerome Derek Hinds, Jr.) is an American rapper and producer from Newark, New Jersey. He was a member of the Outsidaz group.",https://en.wikipedia.org/wiki/Pacewon,null,null,1999,null,https://www.youtube.com/embed/veXvAg1wWjY
