Lyrics,Count
"tentless,",1
clothin',1
"introduction,",1
conceal?,1
bowling,1
Coroleone,1
Pound...,1
"o'clock,",1
"demolish,",1
Belvy,1
Hey...,1
attempt,1
rebound,1
glistenin',1
blame),1
marin,1
lifting,1
"duces,",1
hook)],1
"high-rollers,",1
Opportunistic,1
services,1
romance,1
"driven,",1
Yes!,1
wildest,1
Corruptin',1
Hav,1
Alone',1
"Agatha,",1
"buyin,",1
Mashin',1
[Young,1
(ugggh),1
Who?),1
furthest,1
so-lo-ist,1
extract,1
"illegal,",1
(Cheese),1
startin',1
94,1
Euphoria,1
Counting,1
dismissed,1
loc's?,1
biting,1
beggin,1
extended,1
mignt,1
Flowing,1
"""Herb,",1
"brag,",1
sometin',1
"tear,",1
[x2],1
Carlo,1
rizocked,1
nerds,1
fleet,1
fraud,1
"Guy,",1
payback,1
(Daily,1
gooned,1
intro'd,1
Fires,1
Female,1
Planet,1
"guppies,",1
Kurizzle,1
fling,1
(Blaze,1
"legendary,",1
TO,1
"down),",1
here).,1
"(Holla,",1
"apart,",1
flavors,1
worryin',1
"Showtime,",1
"stealer,",1
different?,1
Eiht,1
kn-knock-knockin',1
depression,1
Whitey,1
(eastside),1
"Belvedere,",1
Zito,1
(ooh,1
"acclaimed,",1
"Remys,",1
Eleven,1
"penny,",1
luff,1
Exclusive,1
veteran),1
vitamins,1
G-Unit!,1
"Boot,",1
Rex,1
yoke,1
"merri-go,",1
(MACK),1
widen,1
diablo,1
(Undone),1
Toke,1
Puts,1
"Way""",1
mule,1
(said,1
blowjob,1
"cases,",1
Raising,1
"""And",1
(what'cha,1
moment),1
animosity,1
"""Sign",1
comedy,1
Hollyfeild.,1
Ms.Bo-P,1
dine,1
lolli,1
"cases,robberies",1
limelight,1
awaiting,1
YOLO-ers,1
Cali-fornicate,1
"P-O,",1
morph,1
lieutenant;,1
"Rrr,",1
toting,1
jig,1
CALLIN,1
Clarisse,1
"hoot,",1
(Ya',1
alternative,1
sends,1
Timez,1
vests',1
"snitchin',",1
"terrain,",1
plead,1
Foot,1
Wars,1
"aggravated,",1
Figure,1
avoiding,1
Nee,1
farmer,1
Countin',1
tengo),1
pretendas,1
(we),1
predictor,1
kakies,1
tampered,1
"squad,",1
smugglin?,1
Fam,1
Crock-Pot,1
mics,1
"ass,commence",1
It-feels-so-good-I'm-On-Cloud-9,1
"minutes,",1
over-offended,1
calibur,1
"Batan,",1
charms,1
hesitated,1
Dodgin,1
Hillfigers.,1
gloves,1
up)),1
popular,1
"flexin',",1
"G-A-N-G-S-T-A,",1
"Drops,",1
"mood,",1
Glover,1
TV's,1
"Robyn,",1
juiceless,1
swirving,1
THIS,1
"Jessica,",1
"Shackles,",1
Ditchin',1
"4-4,",1
experienced,1
Carlo's,1
718,1
sunflower-yellow,1
notch),1
"Gizzel,",1
amounts,1
tramp,1
"Tenisa,",1
deleting,1
'fee,1
"stumble,",1
Ola,1
"reseller,",1
"slap,",1
"ba-by,",1
seasonig,1
juleps,1
Loc:],1
def',1
"Life""",1
"slang,",1
Vanessa],1
"navigator,",1
extremest,1
Wooo!,1
Incredible,1
Jupiter,1
Scrolling,1
"teledated,",1
"stomped,",1
"""Hear",1
"anythin,",1
bootied,1
ya.),1
"scale,",1
"image,",1
Rapping,1
Timbo!,1
upgrade,1
risked,1
there’s,1
ratchet,1
drummer,1
(Naw,1
"barbecue,",1
KeKe,1
biddy-bye,1
"chama,",1
cold-ass,1
stricly,1
Hitta,1
"shootin',",1
Up!),1
goodnight,1
'Home,1
"Yeaah,",1
bean,1
sunrising,1
"hook),",1
Hell-raising,1
never'd,1
"pure,",1
"Honestly,",1
Lee-zac,1
bit?,1
criped,1
expected,1
Principal,1
fro,1
"survivors,",1
"prime,",1
"cost's,",1
loot?),1
swimming,1
"BMW,",1
(Why?,1
backround),1
limb,1
parler,1
corduroys,1
st.,1
kiz-ost,1
"headaches,",1
what},1
"marriage,",1
bowled,1
colla,1
"""Silkk,",1
Snooperfly,1
toaster,1
hurt.,1
sto',1
"Janet,",1
(Cruise,1
boater,1
strangers,1
"to?""",1
"Tremendous,",1
Everyday's,1
Ida,1
(growin'),1
Gracias,1
"survival,",1
insect,1
"""D,""",1
basin,1
hurtin,1
#NAME?,1
"overseer,",1
heresay,1
massive,1
Eastisde,1
Fit,1
(molly),1
fitness,1
's',1
ruse,1
"befor,fore,befo,fo,before",1
Expectations,1
"inhaler,",1
mark-ass,1
Demonstatin',1
lo's,1
"Shawn,",1
"period,",1
convict,1
nutritious,1
eh,1
"hoping,",1
"lap-ah,",1
G6,1
motherf*cking',1
Jumping,1
Ten-room,1
"gettin',",1
scruples,1
Kalamazoo,1
Becks,1
HiTek,1
roaring,1
"Slapper,",1
sur-pass,1
Nine-trissay's,1
Eastsidaz!,1
Boats,1
whip!,1
Kurt,1
"Joe,",1
(blaze,1
bridges,1
"""Show",1
(Drop,1
"rocked,",1
"ohhh,",1
"rollin,",1
Doctor's,1
(Do),1
Amerikkkaz,1
spinister,1
M-you-T,1
Cant,1
Racks,1
"hizzoes,",1
escaping,1
(Please,1
totting,1
Rage?,1
[Butch],1
instrumentals,1
G.O.A.T,1
"elderly,",1
"Jay,",1
"buck,",1
(Aight),1
dogg(all,1
35,1
"singing,",1
steerin',1
"terror,",1
Minister,1
high!,1
threes,1
"500,",1
"reverend""",1
Switches,1
loaned,1
Ruler,1
super-model,1
(Brand,1
"Kelly,",1
Up-and-comin',1
halter,1
corca,1
Jabos,1
"clurrr,",1
yup),1
squeel,1
"Sox,",1
confront,1
herb?,1
be-cause,1
Pumpin,1
is...,1
"PJ's,",1
(Lakers),1
"snooze,",1
complete),1
"Limit""",1
baked,1
Ferrari,1
Dogs,1
everyday!,1
dogs.,1
[2]-,1
Alba,1
Bueller,1
(Da-Ddy!),1
lid,1
occurs,1
"shank,",1
Dre'll,1
Bangers,1
"""No,",1
minute...,1
Sci-fi,1
"Well,girl",1
"NFZ,",1
"GC,",1
M5,1
"Ma,",1
Uno,1
home-girl,1
"cake,",1
crossover,1
"restrictions,",1
lobster,1
curiously,1
"Impossible,",1
"Notorious,",1
must!If,1
covering,1
donor,1
"Lbc,",1
(motherf*cker!),1
"aching,",1
"Callicodes,",1
"do!""",1
"Mula,",1
jamais,1
_Peter,1
"Sandra,",1
it(switched,1
deak,1
THX,1
fool),1
"cutthroats,",1
rank,1
Natural,1
environment,1
retail,1
ensemble,1
NAW!),1
"magnet,",1
Cats,1
testament,1
infants,1
wrongful,1
suits;,1
whatch,1
skipped,1
envious,1
"July,",1
"nieces,",1
?throw?,1
(listen,1
seconds),1
Competition,1
thai,1
enseñó,1
"mixture,",1
fadin,1
advance,1
HA!,1
"risk,",1
one’s,1
(ahhh!),1
channels,1
vows,1
Other,1
hatred,1
"Cheetah,",1
presenter,1
"yall,",1
slump,1
platoon,1
"ashy,",1
Doublin,1
"wip,",1
Jealous,1
jackets,1
(way);,1
[1]-,1
"Nowadays,",1
minute',1
skined,1
'pose,1
Soldiers.,1
invalid,1
"commercial,",1
Cheltenham,1
inhaled,1
ninety-five,1
"ropa,",1
boardin',1
wearing-comparing,1
emeralds,1
"Izzy,",1
Flo,1
dispute,1
pootie,1
d'argent,1
"trained,",1
cold-hearted,1
Morrison,1
poom-poom,1
frisco,1
"splurge,",1
bailin,1
Says,1
"breaking,",1
attend,1
naturals,1
"delusion,",1
"volume,",1
commin,1
"Church,",1
(seen,1
Divided,1
"Choanies,",1
Tray-Dee,1
Fastest,1
Past,1
bubbley,1
meanwhile,1
cougars,1
"Ah-ha,",1
"tripped,",1
miniskirt,1
(Sally),1
N-O-L-I-M-I-T,1
"Batman,",1
"scary,",1
"tidy,",1
(tryin),1
fly?,1
Candi,1
defeated),1
antennas,1
"Kings,",1
$hort),1
verbil,1
X-Rated,1
Stanky,1
ambulance!,1
"""Hell"",",1
bossin',1
[nigga's],1
zig-zags,1
doin?,1
"capped,",1
dog's,1
Passe,1
trail,1
lizards,1
"bars,",1
muthf*ckaz,1
swimwear,1
Docking,1
delicate,1
discrimination,1
"AK40,",1
"soprano,",1
Unforgetable,1
"Pittsburgh,",1
"fightin',",1
lizard,1
"""I've",1
'but,1
W-W-West,1
"Einstein,",1
"40,",1
superhead,1
"splash,",1
Mothaf*ck,1
bizacks,1
señorita,1
Outside,1
happenin???,1
feelin?,1
personally,1
"Twinz,",1
(Woo!),1
ninety-three,1
(Verse,1
stressing,1
Why'done,1
echo,1
gotz,1
(raw),1
Flag,1
wow.,1
TJ,1
"snoop?""",1
Munching,1
flo,1
jugs,1
shootout,1
Uhh..,1
attitudes,1
"addition,",1
"Beauty,",1
say-ahh,1
"maze,",1
[Detroit],1
Arrested,1
(Mystikal),1
Ghosttown,1
barkin',1
4/10/04,1
Visual,1
Mel-man,1
whippin'?,1
"Eyeballs""",1
stats,1
oval?,1
FAR,1
sunflowers,1
stops,1
"trayz,",1
"Eat,",1
"intact,",1
"Hustlin',",1
"foil,",1
Diggy,1
statements,1
nope,1
"chinchillas,",1
"trippers,",1
"Roosevelt,",1
glass!,1
for..,1
Divinely,1
damnI,1
Luda-Yac,1
"lingers,",1
here;,1
locks?,1
"swanging,",1
"""Every",1
Piss,1
"Newsweek,",1
"celebrating,",1
show:,1
Altimos,1
(Biatch!),1
adversary's,1
surfin',1
"Earth,",1
X4],1
heat-seeka's,1
Donkey,1
toast-slangers,1
Harry,1
"fittest,",1
"lingas,",1
"slider,",1
ownin',1
"ki's,a",1
wonda,1
*?Teatley?*,1
(Lana,1
(whassup),1
Rotate,1
motherf*ckin'...HOS,1
funnel,1
Space-Age,1
shizzle),1
Jam's,1
cappella),1
limited,1
shootin?,1
"penitentiary,",1
about?),1
Reality,1
gig,1
Nipsey,1
Damian,1
chumps,1
fought,1
(yeah?),1
eyin,1
"Ruff,",1
is:,1
swiftness,1
radiostation,1
bounced,1
magnet,1
condom,1
with),1
proverbs,1
Chase,1
KoKane,1
Satin,1
mother-foes,1
"Pounds,",1
Face-to-real,1
loc'ster,1
so),1
"robbers,",1
familiar,1
godfather,1
"u-turn,",1
dedicating,1
Moe!,1
water?),1
toasted,1
"(Hah,",1
"dizzone,",1
stroker,1
'ill,1
Bombin',1
Lever,1
OT,1
P..,1
Offered,1
(Ghetto,1
proceedin',1
slot,1
guillotine,1
"slapper,",1
TRU),1
depress,1
Rolled,1
cussin,1
"Gladiator,",1
bossing,1
tuffy,1
striclkly,1
"members,",1
Slid,1
dizie!,1
"effect,",1
Stouda,1
May],1
bussin,1
Frankly,1
Ahhhh,1
okay),1
Rented,1
gucci,1
"no!"",",1
twistas,1
eye),1
Philly-delphia,1
sacrificin',1
biddy,1
"La-la-la-la-la-la-la-la,",1
Musician,1
"size,",1
(Everybody-body),1
"turtleneck,",1
sonuvabitch,1
"pud-dy,",1
four-nine-O,1
explicit,1
jib,1
"""ooh",1
get-a,1
Control,1
g-y,1
DPG.,1
pid-amps,1
"bestfriend,",1
"Exuberant,",1
ahhhhhhh,1
inspire,1
nuts?,1
"zombie,",1
N-I,1
ordasity,1
nugget,1
"fed-up,",1
vein,1
nocturnal,1
n****),1
anim,1
Deee:],1
sore,1
Clarissa,1
broad),1
withcha,1
motherf*ckerz,1
crudentials,1
tops,1
"Vanessa,",1
Spoiled,1
influenced,1
scene:,1
"illa-superhero,",1
ruined,1
"(*""Get",1
(whoah-ohhh),1
nark,1
c-note,1
"1-8-7,",1
Ayer,1
Scary-ass,1
"tadow,",1
"cashy,",1
"pistol-packin,",1
(take,1
Dirtbike,1
lo-lo's!,1
money-makin',1
mashin,1
"Oops,",1
Denver,1
liquor;,1
mega,1
gaffled,1
bambino,1
y'know?,1
ovaltine,1
Sweaty,1
speaking),1
sinnin,1
Mental,1
(Shows),1
Beagel,1
clinic,1
ki's!,1
Burning,1
do-rags,1
"Banks,",1
fingaz,1
yards,1
jolly,1
"G-Slim,",1
embalming,1
('bout,1
"minista,",1
sigo,1
Giddy,1
fiddle,1
pancake,1
where?),1
H-D-3,1
callin'.,1
"F*ck""",1
Shove,1
carnations,1
"Pete,",1
again.,1
suffering,1
Calvin's,1
Simon,1
they'd,1
café,1
squishy,1
"Bow-Wow,",1
Treble,1
"Whopper,",1
"sheezy,",1
C.I.S,1
Thicker,1
word!,1
"cigar,",1
smashin,1
mountains,1
Claire),1
Friendly,1
Nicknames,1
experiences,1
"e'rywhere,",1
timid,1
crushing,1
Dummy,1
Batmobile,1
bitchez),1
(째라),1
"twisters,",1
priority,1
chance),1
icing,1
Milky,1
slow.,1
loc'd,1
"Pain,",1
blessin',1
officer,1
Guinness,1
Kissing,1
..,1
falcon,1
Dodgers,1
rabbi,1
(Life),1
Wun!),1
Retaliated,1
Adder,1
Blazin',1
hatchet,1
well!,1
f'real,1
"invaders,",1
buns,1
Avenue,1
panting,1
"Sabrina,",1
"speechless,",1
"nuttin,",1
Maino,1
stoners,1
’Cause,1
emina,1
pomegranate,1
"OD,",1
'More,1
for?),1
Cole,1
rigged,1
"robber,",1
"Astaire,",1
"work""",1
shavening,1
clubhouse,1
discipline,1
"fur,",1
Gecko,1
scriffin',1
regulating,1
[duo],1
finna',1
landing,1
ABS,1
(ka-ka-ka-ka-ka),1
"hug,",1
"fantastic,",1
investor,1
crackin?,1
nikes,1
clappin,1
Automatic,1
r,1
Breeze,1
innovation,1
(lookin',1
discover,1
yeeah...,1
lama,1
vacations,1
Releasing,1
oit,1
"pid-aws,",1
front.,1
M-I-A,1
"violators,",1
Plane,1
"Broad,",1
regulator,1
D-O-G-G,1
Beef?,1
dawn's,1
"plural,",1
Platform,1
jim's,1
backbone,1
till',1
Catwoman,1
modeling,1
Disrespectful,1
"(Uh,",1
"it?"",",1
Mis-representing,1
redy,1
(Click,1
Patek,1
"intellectual,",1
"pulsates,",1
"funky,)",1
starve,1
star?,1
bills!,1
Bleek,1
"dragging,",1
"autograph""",1
"Switch,",1
flas,1
hooties,1
parley,1
Faces,1
"clicks,",1
"craaazy""",1
(Hershey,1
"neigh-bor,",1
",meeting",1
corruption,1
anniversary,1
"Killas,",1
waiiiiiiit,1
"lines,",1
(reporter,1
skate,1
"numbers,",1
"leaving,",1
"Erika,",1
skies),1
tours,1
"caviar,",1
"(Snoop!),",1
buildin,1
n****;,1
"dibble,",1
motions,1
Ramona,1
"reappear,",1
"coffin,",1
eliminating,1
Rodney,1
Migos,1
remy,1
noon),1
거시기해,1
Hammer,1
"loca,",1
degree?),1
[Soopa,1
Leonardo,1
R-E-S-P-E-C-T,1
collected,1
Fe,1
"jungle,while",1
"Murda,",1
"millionaires,",1
baggin',1
nothing.,1
"heaven,",1
Rocking,1
"spinnin',",1
rhyme),1
"zodiac,",1
hun,1
alias,1
mercinary,1
pastime,1
Dominican,1
"rich?""",1
opps,1
hot.,1
Caressin',1
M-A-C,1
go-around's,1
18-point-5,1
testin',1
(Representin,1
Treatin,1
cool.,1
little-bitty,1
buscando,1
(Calls),1
"suggest,",1
"single,",1
Lites,1
Skin,1
only),1
"gator,",1
"playas,",1
Murs,1
chores,1
(Compton),1
facilities,1
Cheerios,1
"'6-trey,",1
"eater,",1
incarceration,1
"billboards,",1
tossin'em,1
"Mause,",1
"goin,",1
"boombastic,",1
obsessed,1
Shits,1
coupon,1
flama,1
Group,1
"Gangbangin',",1
holocoust,1
"""***",1
"whoa-in,",1
"appeal,",1
"mans,",1
"Lupy,",1
genuwine,1
Memories,1
"teachin',",1
penetentaries,1
blista,1
bowl?,1
"kicker,",1
SCAT,1
cool),1
24s,1
Copy,1
real?,1
"Endz,",1
similin',1
B-U-L-L-shit,1
infatuation,1
knivers,1
"plea,",1
"highschool,",1
Commanderin',1
lady?,1
Hannibal,1
rattin',1
Luda',1
hundred-spoke,1
"skyscraper,",1
law-boys,1
"redemption,",1
matress,1
"re-match,",1
2x,1
pollution,1
"schemin',",1
"Exciting,",1
"Rhymes,",1
panicked,1
Exactly,1
"Beep,",1
honeys),1
groaning,1
abusively,1
ahora,1
ho-beater,1
"Thanks,",1
Avoidin',1
madman,1
"phones,",1
Swoop),1
Swallowin',1
verbals,1
daycare,1
debt.,1
"seconds,",1
juz,1
dinero,1
posted-up,1
alleys,1
(hoe,1
scare,1
Ching-a-ling-ling,1
yet.,1
spousal,1
"3-way,",1
(Angie,1
Ingle,1
ass?,1
Marnier,1
"Wiz,",1
mutherf*cker,1
"(TRU,",1
"valleys,",1
"authentic,",1
"Pedigree,",1
Recently,1
5-0.,1
"solar,",1
"Bad,",1
crusader.,1
Center,1
muffler,1
sedetiast,1
Dawg],1
timberland,1
"tide,",1
davey,1
"boot,",1
"""Ah""",1
"lovin',",1
Got's,1
S.A.,1
Draped,1
"Cha-pow,",1
"that?""",1
2+2,1
townhouse,1
"fueling,",1
nolia,1
paychecks,1
hardworkin',1
missiles,1
widest,1
elaborate,1
"fee,",1
(money,1
grimm,1
Box,1
"angels,",1
[Swoop,1
get-'cha,1
"ho""",1
joke?,1
wrap.,1
"knocks,",1
"created,",1
Rawhead,1
maskata.,1
(boy,1
controls,1
snippas,1
whomever,1
Matrix,1
"poster,",1
"aches,",1
Induce,1
"listening,",1
8],1
heures,1
Lil-Weezy-Anna,1
"(Nah,",1
Clack),1
lemons,1
(Guess,1
dated,1
teenager,1
nitty,1
plucked,1
solitary,1
"""F*CK",1
tradition's,1
Ms.,1
J.D.?,1
"""Have",1
outspoken,1
see'd,1
thang],1
"burner,",1
"Click,",1
(Kokane)],1
I.E.,1
D-O-double-Gizze!,1
(50,1
dime-a-dozen,1
"smoking),",1
x15],1
"monsters,",1
Motherf*ckin,1
(Ahh),1
spilt,1
This'll,1
born!,1
swangin,1
moaned,1
betcha,1
Nutz',1
(number,1
driving),1
Boozie,1
"man!""",1
"lords,",1
want's,1
Slicker,1
mw,1
Outlastin',1
overdrive,1
be-be-bad,1
Niggas'll,1
(THAT,1
Tahiti,1
flu),1
Crist,1
lah,1
sinks,1
P.I.,1
consecutive,1
sweatshirt,1
(Getting,1
Wagon,1
"tadder,",1
sparkin',1
Guerilla,1
abusive,1
"Reese,",1
drizzown,1
(whoa),1
Vallejo,1
"moet,",1
town.),1
Ahh..,1
Pico,1
"***,",1
Macauley,1
sanity,1
Swiss,1
4]],1
Phillie,1
"5-0's,",1
Marble,1
16's,1
"some,(what",1
love..F*ck,1
(seventeen,1
"Color,",1
Microphones,1
treason,1
"caded,",1
Choose,1
"Your,",1
",tweakers",1
"tones,",1
Paranoid,1
Bloodin',1
"Scoop,",1
(shriek),1
(burning,1
Governors,1
khakies,1
squeezed,1
blacked,1
Thunderdome,1
"someone,",1
"Angels,",1
"nickname,",1
forms,1
Sis,1
started?,1
noite,1
?to,1
Vandalise,1
(Why-Why?),1
three-two,1
jip,1
(EASTSIDE!!!),1
D-low,1
"certified,",1
"Confucius,",1
shovin',1
dave,1
wet?,1
Tickin',1
Spade,1
fabric,1
Tilt,1
ballin'.,1
shuttle,1
Yay,1
crawling,1
"wedding,",1
groovy,1
Lame,1
etc,1
"Buck,",1
not.,1
maxed,1
Joe],1
Honcho,1
handlebars,1
[Prince,1
due),1
hooded,1
"mota,",1
Payless;,1
"Ernest,",1
(yeh,1
(UH),1
baracudas,1
FaceTime,1
ole,1
"blown,",1
Bentley's,1
Realer,1
perm,1
(you'se,1
"coat?""",1
"Avenue,",1
hah),1
"hardest,",1
"swear,",1
nephew),1
data,1
Tempree,1
"checked,",1
stoned,1
Wettin,1
Appreciated,1
"panther,",1
HaHa,1
idolizing,1
little;,1
leaf!,1
shipping,1
Unaccountable,1
"Bandanas,",1
Traditionally,1
Learn,1
paddy,1
staright,1
Plat',1
replied),1
Because...I,1
"player?""",1
artillery,1
legend?,1
"Spiritual,",1
kno,1
Br,1
they's,1
assassin),1
"acres,",1
'all,1
scram!,1
mortician,1
Hiding,1
Koby,1
nineteen-motherf*cking-ninety-three,1
"barking,",1
Daz],1
P.),1
Extravagant,1
in-,1
"us""",1
dope-slangin',1
boisterous,1
ducez,1
"Fun',",1
heed,1
comin?,1
Twistin,1
extinct,1
inherit,1
"""Blue",1
crack-a-lacking,1
"hizzle,",1
Role,1
"gutta,",1
"schlippin',",1
(Playa,1
"hoodie,",1
"playin'""",1
Soopafly],1
Frankenstein,1
"mainline,",1
psych,1
lingerie,1
(Dream,1
(Bet,1
Deck,1
"satin,",1
Corduroy,1
hocus,1
drape'in,1
X-O,1
Willshire,1
"""Cool,""",1
(wow),1
"2012,",1
(momma),1
"herre,",1
"solve'em,",1
Whopper,1
strategies,1
Stompin,1
Dipped,1
tonight!,1
(Nothin,1
McConnell,1
Rapid,1
playahood,1
clickin',1
Ridin,1
ref's,1
Devils,1
mistress,1
earphones.,1
muh'f*cka,1
district,1
sangue,1
Threat,1
"toucan,",1
paid?,1
enemy?,1
p's,1
roller.,1
down???,1
crook'll,1
"Push,",1
deficit,1
mourning,1
stalking,1
"elves,",1
Survival,1
pokes,1
Aquí,1
Beats?,1
BET,1
"Volvo,",1
Dane,1
ancha,1
virgin..,1
Pokin',1
plinug,1
"Cream,",1
Felt,1
"Hardaway,",1
(goin'),1
ensure,1
"""Hennessey",1
"remix,",1
dominated,1
"Soopa',",1
('flage),1
(Woof!),1
Does,1
"wakka,",1
weed...I'm,1
"Rams,",1
"alter,",1
"solved,",1
grimey,1
sarge,1
causefrom,1
(goal,1
One's,1
Ryders!,1
"Dae,",1
"schizm,",1
nicknamed,1
"bras,",1
Kiddie,1
"entertain,",1
All-stars,1
"Medically,",1
snitches.,1
"mayn-sion,",1
101,1
"famous,",1
adolescent,1
grin?,1
posin',1
Fraggle,1
"Thoroughbred,",1
"timing,",1
"""bombing",1
rehearsed,1
bossalinie,1
"Answers,",1
mel,1
"celebrated,",1
ropes,1
F*ckers,1
Goddammit,1
"criz-zay,",1
linin,1
"florist,",1
DiCaprio,1
louder,1
"Ann,",1
Pcd,1
verandahs,1
Yup,1
comet,1
boota,1
Z-28,1
blowing...,1
"Rippin,",1
D-I,1
"tellin',",1
deadlies,1
"useless,",1
Soldiers),1
(Lady,1
(Rage)],1
concussion,1
[LaToiya,1
Gangstas.,1
dependin',1
"Siegel,",1
formin,1
(psst,1
egotistically,1
itchy,1
"pages,",1
bag?,1
keppin',1
Ponytail,1
Bodyguards,1
ticking,1
"Ange',",1
douja,1
"Hennesy,",1
Jumpin',1
"""Bo$$",1
"mothaf*cka',",1
spur,1
Thanks.,1
"Again,",1
rappa,1
Procaimed,1
off?,1
conspicuous,1
ma?,1
bled,1
"Rico,",1
Pipedream,1
Hollywood's,1
(wee!),1
"hawk,",1
co-macked,1
raggin,1
tupac,1
breezy,1
Switchin',1
Climbin',1
purest,1
bizzalls,1
vindictive...,1
Olajuwon,1
Out!,1
won't's,1
blues.,1
Duncan,1
bub',1
probly,1
Something.,1
Roley,1
"amok,",1
"Watts,",1
"spliff,",1
F-are-Double-The-E,1
"disco,",1
congregation,1
"viscious,",1
equivalent,1
hazardous,1
L-L-why,1
Adams',1
Usher,1
chumps?,1
colleges,1
"ding-a-ling.""",1
sports,1
tac,1
profit,1
"'81,",1
rula',1
bisquick,1
Reflected,1
ja),1
choc-a-block?,1
mothers,1
co-pilot,1
Coast!,1
(special,1
seize,1
OD,1
'uhhhh',1
Bing-town,1
Brooklawn,1
flangin',1
duo,1
acre,1
unstable,1
Brack,1
Treach,1
"Pressin',",1
jail-er,1
"SAT's,",1
"punk),",1
"one-on-one,",1
Megaman,1
"Ughhhh,",1
Excalibur,1
hoe-stroll,1
Jake,1
"savage,",1
objective,1
"W.c.,",1
Porter's,1
Tu,1
"""R""",1
"downstairs,",1
startin,1
accuse,1
neighbor!,1
brung,1
"""Pootie",1
'Rich',1
messes,1
(Burn,1
DJs,1
"A-Ok,",1
marchin',1
(Kelly,1
"salsa,",1
Luda!,1
"shh,",1
"pan,",1
"jaws,",1
rated,1
stead,1
one!,1
***talkin,1
Wiltshire,1
vogues',1
hooooooooooo,1
silly),1
premature,1
"""Yeah""",1
"hers,",1
fiz-sound,1
Stopping,1
Florida,1
"drop,circle",1
"sly,",1
trick's,1
Clippers,1
"Mysterious,",1
times],1
expert,1
something's,1
blinker,1
"while,",1
bowin,1
length,1
Finga,1
mayhem,1
"shyeah,",1
chiefa,1
happen!,1
"""Why",1
car—are,1
Necks,1
"Softly,",1
chiefin',1
Re-chop,1
"comply,",1
C-stylin',1
M-see,1
stacy,1
scott,1
"Playa"".",1
Jets,1
"healer,",1
rimmed,1
no-showers,1
Checka-checka-check,1
Socrates,1
tomorr',1
hoe!,1
"aroma,",1
"rat-tat-tat-tat,",1
"she's,",1
"KABOOM!,",1
impossible,1
inrto,1
accellerater,1
"overload,",1
"D-O-doub',",1
pertainin',1
Pomona,1
"Sub-zero,",1
piercings,1
co-signin,1
"Niro,",1
lickin',1
lo-ve-ly,1
"tec's,",1
aquaduct,1
revolved,1
Rollz,1
Pendagrass,1
Ibe,1
"cool"",",1
catcher,1
Oh-wee,1
"upset,",1
profits,1
"candy!""",1
3D,1
three-wheel,1
Joshua,1
"be's,",1
purchased,1
soles,1
Fresh2Death,1
scatterin,1
include,1
happen?,1
"hennessey,",1
pusha,1
heart.,1
ça,1
proposal,1
Starz,1
Sale,1
Pumped,1
D-O-C,1
Hollygrove,1
"wise,",1
"ja,",1
"leg,",1
Blown,1
"deprived,",1
(Bow,1
yah!,1
"Non-stop,",1
first),1
"playettes,",1
say!,1
accumulating,1
stimulation,1
"dummy,",1
radio!,1
parlayed,1
breath.,1
deceive,1
velvet,1
Mexican-Puerto,1
Flynt,1
"b-12,",1
#NAME?,1
Muévete,1
beema,1
Robbing,1
filet,1
Helicopters,1
Costa,1
"stuffin',",1
parachuter,1
fantastic.,1
Jah,1
(na,1
Sold,1
GC'd,1
"ya?,",1
2/1/06,1
"litter,",1
"Blunts,",1
Regal,1
Euro,1
disrepect,1
evolve,1
taxing,1
V-90,1
Itchy,1
Bibi,1
S.T.C.,1
Jeezy,1
Disassemble,1
Pimps,1
combination,1
world.,1
dier,1
east.,1
(feat.,1
splitin,1
one-ten,1
time),1
coverin,1
"Thang""",1
"riding,",1
P.A.,1
booking,1
aggressive,1
man.),1
rumbling,1
ten-five,1
"your's,",1
"rolla,",1
(beat,1
Waterproof,1
dilla,1
(Daz,1
"hussy,",1
{*singer's,1
"heh,",1
Men',1
"packs,",1
"emphasize,",1
"Cisco,",1
"mistakes,",1
Warner,1
booty?,1
Rider,1
duices,1
stubborn,1
Slider,1
net,1
few),1
everydays,1
"it!"")",1
heist,1
raggedy-a**,1
"""Oh!",1
Flashing,1
skatin,1
drive-by's,1
"mornin',",1
"Jacquees,",1
bitch!!,1
complected,1
"Minolta,",1
"dripping,",1
younguns,1
"up?),",1
"sizzle?),",1
blinking,1
"good-good,",1
sensless,1
robbin',1
"cleaned,",1
"ya's,",1
"Caf',",1
Acopoqo,1
"Dizzy,",1
Harold's,1
(continue),1
