artist,song,lyrics
___(Money over bitches n*gga, MOB, MOB)"

Tupac+Shakur,"Ain't Hard to Find [DVD]w/ B-Legit, E-40, C-BO, Richie Rich","They say
___
___Influenced by crime, addicted to grindin'
___Where I can pile up my chips
___And n*ggas call me a timer
___I been ballin' since my adolescent years steady climbin'
___Man, you motherf*ckers don't know nuttin' about no timin'
___
___That's right, that's right boy start that shit off
___
___I heard a rumour I died, murdered in cold blood dramatized
___Pictures of me in my final stage you know Mama cried
___But that was fiction, some coward got the story twisted
___Like I no longer existed, mysteriously missin'
___Although I'm worldwide, baby I ain't hard to find
___Why I spend most of my time, my California grind
___Watching for thievin' I'm cautious it's like I'm barely breathin'
___Puttin a bullet in motherf*ckers give me a reason
___See me and hope I'm intoxicated or slightly faded
___You tried to play me now homicide is my only payment
___I'm addicted to currency in this life I lead
___Why the f*ck you cowards be runnin', too scared to fight a G
___For the life of me, I cannot see
___How motherf*ckers picture livin' life after a night of f*ckin' around with me
___And if you don't like this rhyme
___Then bring your big bad ass to California
___'Cause we ain't hard to find
___
___Influenced by crime, addicted to grindin'
___Where I can pile up my chips
___And n*ggas call me a timer
___I been ballin' since my adolescent years steady climbin'
___Motherf*ckers don't know nuttin' about no timin'
___
___I got my locs on hard hat goin' to war
___Breakin' them off on sight, stoppin' lives like red lights
___Watch 'em pause as I pull my strap, out my drawers
___And get to dumpin' on they ass, like the last outlaws
___Rich, 2Pac and the Click, smokin' blunts, loadin' clips
___With enough shit to raise your block in one dip
___We bring on horror like Tales From the Crypt
___And we ain't hard to find is the tales that we kick
___
___I'm fully automatic full of static and shit
___Movin' Dodge van fifty rounds in the clip
___I'm ridin' shot gun with the tint in the back
___I'm plan to have a motherf*ckerin' mint in this rap
___I'm from the V-A-L-L-E-J-O
___Where sellin' narcotics is all I know
___I got blow, speed, bleed, whatever yo' kind
___And if you need a motherf*cker I ain't hard to find
___
___Some may call me Bootsy, but I call it timin'
___That's while I keeps on grindin' (that's right)
___To the point where a n*gga can't stop
___Too much feelin' this shit, that's why I'm quick to peel a bitch
___Whether it's a n*gga or a ho, a ho
___Get in my way, then that ass gots to go
___'Cause a n*gga steady plottin'
___I serves hit for hit, and motherf*ckers keep droppin'
___
___Influenced by crime, addicted to grindin'
___Where I can pile up my chips
___And n*ggas call me a timer
___I been ballin' since my adolescent years steady climbin'
___Man, you motherf*ckers don't know nuttin' about no timin'
___
___Down the steps
___Abandoned broken down apartment complex
___Heavy metal lipstick hairy can't be scary
___Playboy, what the f*ck is the proof without the drama play
___n*gga, what the f*ck you got a gun for, if ya gonna hesitate
___Best shake and bake all those I-was-finst-to-ask n*ggas
___Motherf*ckers-didn't-think-I was-gon'-do-somethin'-ass n*ggas
___Threaten your life, ain't like you love him
___Bury your thoughts, take his head f*ck him have at him (check this out)
___
___I grew up with that n*gga
___Threw up with that n*gga
___I hear he tryin' to ride
___Double-edgin' for the other side
___But now, my Glock be so judgemental
___Back seat of a rental
___Keep my name out your dental, n*gga
___If your gum bleeding and you needing
___More than twenty stitches, you behaved like them bitches
___Sideways to the race
___Heavy in the game
___Check the resident, it's all the same (it's all the same)
___n*gga, and we ain't hard to find
___
___Hell nah we ain't hard to find
___The whole clickilation fool
___Motherf*ckers hard to find, right here biatch
___
___Why them n*ggas acting like they can't find us?
___Like they can't see us and
___Like we don't be at the same spots they be at?
___It's the same congregation
___Young Pac is back (n*gga be lookin' all the way when he see you and shit)
___It's a celebration, (guess who's back) (motherf*ckers better understand this shit)
___Young Pac is back
___Ay D-Shot n*gga can we get paid man?
___Can we just go there and sock this shit up please?
___Hey, we smokin', and we ain't hard to find
___Drinkin' and shit, f*ckin' with some hurricane
___A motherf*cker's gonna get his Marlboro's regardless playa
___You supposed to
___Sideways to the next light
___And to the next coast
___Poppin' motherf*ckin' ball shit you know what I'm sayin'
___(Money over bitches n*gga, MOB, MOB)"

Tupac+Shakur,All Eyez on Mew/ Big Syke,"Big Syke, Newt, Hank, Beugard, Big Sir
___Y'all know how this shit go
___All eyes on me
___Motherf*ckin' OG
___Roll up in the club and shit, is that right?
___All eyes on me
___All eyes on me
___But you know what?
___
___I bet you got it twisted, you don't know who to trust
___So many player-hatin' n*ggas tryna sound like us
___Say they ready for the funk, but I don't think they knowin'
___Straight to the depths of Hell is where those cowards goin'
___Well, are you still down? n*gga, holla when you see me
___And let these devils be sorry for the day they finally freed me
___I got a caravan of n*ggas every time we ride
___Hittin' motherf*ckers up when we pass by
___Until I die, live the life of a boss player, 'cause even when I'm high
___F*ck with me and get crossed later, the futures in my eyes
___'Cause all I want is cash and thangs
___A five-double-oh Benz, flauntin' flashy rings
___Uhh, bitches pursue me like a dream
___Been known to disappear before your eyes just like a dope fiend
___It seems, my main thing was to be major paid
___The game sharper than a motherf*ckin' razor blade
___Say money bring bitches, bitches bring lies
___One n*gga's gettin' jealous and motherf*ckers die
___Depend on me like the first and fifteenth
___They might hold me for a second, but these punks won't get me
___We got four n*ggas in low riders and ski masks
___Screamin', ""Thug Life"" every time they pass, all eyes on me
___
___Live the life of a thug n*gga until the day I die
___Live the life of a boss player 'cause even gettin' high
___All eyes on me
___All eyes on me
___Live the life of a thug n*gga until the day I die
___Live the life of a boss player 'cause even gettin' high
___
___Hey, to my n*gga 'Pac
___
___So much trouble in the world, n*gga
___Can't nobody feel your pain
___The world's changin' every day, time's movin' fast
___My girl said I need a raise, how long will she last?
___I'm caught between my woman and my pistol and my chips
___Triple beam, got some smokers on, whistle as I dip
___I'm lost in the land with no plan, livin' life flawless
___Crime boss, contraband, let me toss this
___Needy hookers got a lot of nerve
___Let my bucket swerve, I'm takin' off from the curb
___The nervousness neglect make me pack a TEC
___Devoted to servin' this Moët and pay checks
___Like Akai satellite, n*gga, I'm forever ballin'
___It ain't right: parasites, triggers, and fleas crawlin'
___Sucker, duck and get busted, no emotion
___My devotion is handlin' my business, n*gga, keep on coastin'
___Where you goin', I been there, came back as lonely, homie
___Steady flowin' against the grain, n*ggas still don't know me
___It's about the money in this rap shit, this crap shit
___It ain't funny, n*ggas don't even know how to act, shit
___What can I do? What can I say? Is there another way?
___Blunts and gin all day, 24 parlay
___My little homie G, can't you see I'm buster-free?
___n*ggas can't stand me, all eyes on me
___
___Live the life of a thug n*gga until the day I die
___Live the life of a boss player 'cause even gettin' high
___All eyes on me
___All eyes on me
___Live the life of a thug n*gga until the day I die
___Live the life of a boss player 'cause even gettin' high
___All eyes on me
___
___The feds is watchin', n*ggas plottin' to get me
___Will I survive? Will I die? Come on, let's picture the possibility
___Givin' me charges, lawyers makin' a grip
___I told the judge I was raised wrong and that's why I blaze shit
___Was hyper as a kid, cold as a teenager
___On my mobile, callin' big shots on the scene major
___Packin' hundreds in my drawers, f*ck the law
___Bitches, I f*ck with a passion, I'm livin' rough and raw
___Catchin' cases at a fast rate, ballin' in the fast lane
___Hustle 'til the mornin', never stopped until the cash came
___Live my life as a thug n*gga until the day I die
___Live my life as a boss player, 'cause even gettin' high
___These n*ggas got me tossin' shit
___I put the top down, now it's time to floss my shit
___Keep your head up, n*gga, make these motherf*ckers suffer
___Up in the Benz, burnin' rubber
___The money is mandatory, the hoes is for the stress
